Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price,Storage Type
Lenovo,Notebook,15.6,1366x768 HD Ready,Intel Core i7 6500U 2.5GHz,8,500 ,Nvidia GeForce 920MX,No OS,33513.119999999995,Other
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512,Intel UHD Graphics 620,Windows 10,68464.8,SSD
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,142790.4,SSD
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1 ,Nvidia GeForce GTX 1060,Windows 10,62284.32,Other
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,AMD Radeon R7 M445,Windows 10,47365.92,SSD
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,30849.12,SSD
Lenovo,Notebook,15.6,1366x768 HD Ready,AMD E-Series 9000 2.2GHz,4,500 ,AMD Radeon R2 Graphics,Windows 10,15930.72,Other
Acer,Notebook,17.3,1600x900 HD,Intel Core i3 6006U 2.0GHz,8,1 ,Nvidia GeForce 940MX,Windows 10,33513.119999999995,Other
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,130482.72,SSD
Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512 ,Intel HD Graphics 515,Mac OS X,68145.12,Other
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,93186.72,SSD
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,103842.1872,SSD
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,Windows 10,53226.72,SSD
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,103842.72,SSD
Acer,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core 3205U 1.5GHz,2,32,Intel HD Graphics,Chrome OS,9270.72,SSD
Acer,Notebook,17.3,1600x900 HD,Intel Core i3 6006U 2GHz,4,1 ,Nvidia GeForce 940MX,Windows 10,31861.44,Other
Lenovo,Notebook,17.3,1600x900 HD,Intel Core i5 7200U 2.5GHz,8,1 ,Intel HD Graphics 620,No OS,28717.92,Other
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 +  1 ,Nvidia GeForce GTX 960<U+039C>,Windows 10,67772.16,SSD
Acer,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,8,256,Intel HD Graphics 615,Windows 10,61218.72,SSD
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256,Intel HD Graphics 520,Windows 10,81465.12,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 +  1 ,Nvidia GeForce GTX 1060,Windows 10,78647.1408,SSD
HP,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 2.7GHz,6,1 ,AMD Radeon 530,Windows 10,28185.12,Other
Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8,256,Intel HD Graphics 520,Windows 7,91288.3536,SSD
Dell,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,500 ,Intel HD Graphics 620,Windows 10,27119.52,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N3710 1.6GHz,4,1 ,Intel HD Graphics 405,Windows 10,16463.52,Other
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 620,Windows 10,78694.56,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,1 ,Intel HD Graphics 520,Linux,27804.7008,Other
Lenovo,Gaming,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,54825.12,SSD
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 +  1 ,Nvidia GeForce GTX 1050,Windows 10,61218.72,SSD
Lenovo,Netbook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.50GHz,16,512,Intel HD Graphics 520,Windows 10,87912.0,SSD
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,1,Nvidia GeForce GTX 1060,Windows 10,186426.72,SSD
Dell,Notebook,15.6,Touchscreen 1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,8,1 ,Intel HD Graphics 620,Windows 10,24988.8528,Other
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1060,Windows 10,85141.44,SSD
Apple,Ultrabook,11.6,1366x768 HD Ready,Intel Core i5 1.6GHz,4,256 ,Intel HD Graphics 6000,Mac OS X,51095.52,Other
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1 ,Intel HD Graphics 520,Windows 10,25467.84,Other
HP,Ultrabook,14.0,2560x1440,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 7,117119.5632,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i5 6200U 2.3GHz,4,500 ,Intel HD Graphics 520,Windows 7,39267.36,Other
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,62284.32,SSD
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Intel HD Graphics 620,Windows 10,79866.72,SSD
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6,256,AMD Radeon 530,Windows 10,31838.5296,SSD
Asus,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256,Intel HD Graphics 520,Windows 10,68198.4,SSD
Acer,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2.0GHz,4,500 ,Intel HD Graphics 520,Linux,19276.704,Other
Dell,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512,Nvidia GeForce 940MX,Windows 10,95850.72,SSD
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,256,Intel HD Graphics 520,Windows 7,58607.46719999999,SSD
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 +  1 ,Nvidia GeForce GTX 1050 Ti,Windows 10,85248.0,SSD
Dell,Notebook,14.0,1366x768 HD Ready,Intel Core i5 7200U 2.5GHz,4,500 ,Intel HD Graphics 620,Windows 10,46620.0,Other
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256 +  1 ,Nvidia GeForce GTX 1070,Windows 10,123876.0,SSD
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256,Intel HD Graphics 620,No OS,30529.44,SSD
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8,256,Intel HD Graphics 615,Windows 10,96596.64,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N3710 1.6GHz,4,500 ,Intel HD Graphics,Linux,17262.72,Other
HP,Notebook,15.6,1366x768 HD Ready,AMD A6-Series 9220 2.5GHz,4,500 ,AMD Radeon R4 Graphics,Windows 10,21258.72,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6100U 2.3GHz,6,128,Nvidia GeForce 920MX,Windows 10,30316.32,SSD
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256,Intel HD Graphics 520,Windows 10,57116.16,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Pentium Quad Core N3700 1.6GHz,4,500 ,Intel HD Graphics,Windows 10,23655.7872,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3350 1.1GHz,4,1 ,Intel HD Graphics 500,Windows 10,18061.92,Other
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 +  1 ,Nvidia GeForce GTX 970M,Windows 10,101232.0,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 6006U 2GHz,4,500 ,Intel HD Graphics 520,Windows 10,26107.2,Other
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,1.0 ,AMD Radeon R5 M330,Windows 7,47685.6,Other
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128 +  1 ,Nvidia GeForce GTX 960M,Windows 10,65481.12,SSD
Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,4,128,Intel HD Graphics 520,Windows 10,44382.7728,SSD
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows 10,38841.12,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,6,1 ,Intel HD Graphics 620,Windows 10,24455.52,Other
Acer,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,500 ,Intel HD Graphics 400,Linux,15397.92,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,2,500 ,Intel HD Graphics,Windows 10,20193.12,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1 ,Nvidia GeForce GTX 960M,Windows 10,47898.72,Other
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1.0 ,AMD Radeon R7 M440,Windows 10,29303.4672,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i7 7500U 2.7GHz,8,1 ,AMD Radeon R5 M430,Linux,42943.1472,Other
HP,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,2,32 ,Intel HD Graphics 400,Windows 10,11135.52,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Core i7 6500U 2.5GHz,4,500 ,Nvidia GeForce 920M,Windows 10,38378.6496,Other
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows 10,33992.64,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,79866.72,SSD
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,2,64 ,Intel HD Graphics,Windows 10,12201.12,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i7 6500U 2.5GHz,6,1 ,AMD Radeon R5 M330,Windows 10,40705.92,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,4,500 ,Intel HD Graphics,Windows 10,19660.32,Other
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows 10,38841.12,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,6,1 ,Intel HD Graphics 620,Windows 10,24455.52,Other
Acer,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,500 ,Intel HD Graphics 400,Linux,15397.92,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,2,500 ,Intel HD Graphics,Windows 10,20193.12,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1 ,Nvidia GeForce GTX 960M,Windows 10,47898.72,Other
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1.0 ,AMD Radeon R7 M440,Windows 10,29303.4672,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i7 7500U 2.7GHz,8,1 ,AMD Radeon R5 M430,Linux,42943.1472,Other
HP,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,2,32 ,Intel HD Graphics 400,Windows 10,11135.52,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Core i7 6500U 2.5GHz,4,500 ,Nvidia GeForce 920M,Windows 10,38378.6496,Other
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows 10,33992.64,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,79866.72,SSD
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,2,64 ,Intel HD Graphics,Windows 10,12201.12,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i7 6500U 2.5GHz,6,1 ,AMD Radeon R5 M330,Windows 10,40705.92,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,4,500 ,Intel HD Graphics,Windows 10,19660.32,Other
Asus,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8,512,Intel HD Graphics 515,Windows 10,38841.12,SSD
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i3 7100U 2.4GHz,6,1 ,Intel HD Graphics 620,Windows 10,24455.52,Other
Acer,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,4,500 ,Intel HD Graphics 400,Linux,15397.92,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,2,500 ,Intel HD Graphics,Windows 10,20193.12,Other
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1 ,Nvidia GeForce GTX 960M,Windows 10,47898.72,Other
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9410 2.9GHz,6,1.0 ,AMD Radeon R7 M440,Windows 10,29303.4672,Other
Dell,Notebook,15.6,1366x768 HD Ready,Intel Core i7 7500U 2.7GHz,8,1 ,AMD Radeon R5 M430,Linux,42943.1472,Other
HP,Netbook,11.6,1366x768 HD Ready,Intel Celeron Dual Core N3060 1.6GHz,2,32 ,Intel HD Graphics 400,Windows 10,11135.52,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Core i7 6500U 2.5GHz,4,500 ,Nvidia GeForce 920M,Windows 10,38378.6496,Other
Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,128,Intel HD Graphics 520,Windows 10,33992.64,SSD
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512,Intel HD Graphics 520,Windows 10,79866.72,SSD
Lenovo,Notebook,14.0,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,2,64 ,Intel HD Graphics,Windows 10,12201.12,Other
HP,Notebook,15.6,1366x768 HD Ready,Intel Core i7 6500U 2.5GHz,6,1 ,AMD Radeon R5 M330,Windows 10,40705.92,Other
Asus,Notebook,15.6,1366x768 HD Ready,Intel Celeron Dual Core N3050 1.6GHz,4,500 ,Intel HD Graphics,Windows 10,19660.32,Other
